Date;Num;Name;Text;Account;Amount
01.01.2021;515220;PERSONAL SERVICES;ARCHITECTURAL SERVICES;HIGHER EDUCATION COMPONENT UNITS;5525
01.01.2021;515400;PERSONAL SERVICES;ADMIN MGMT-GEN.MGMT CONSULTING;HIGHER EDUCATION COMPONENT UNITS;89905,45
01.01.2021;515410;PERSONAL SERVICES;HR-EXEC. SEARCH CONSULTING SVC;HIGHER EDUCATION COMPONENT UNITS;4299,2
01.01.2021;515530;PERSONAL SERVICES;VETERINARY SERVICES;HIGHER EDUCATION COMPONENT UNITS;840
01.01.2021;515660;PERSONAL SERVICES;EDUCATIONAL SERVICES;HIGHER EDUCATION COMPONENT UNITS;57451,57
01.01.2021;515700;PERSONAL SERVICES;PHYSCIANS-EXC.MENTAL HLTH SPEC;HIGHER EDUCATION COMPONENT UNITS;77841,06
01.01.2021;515820;PERSONAL SERVICES;MEDICAL & DIAGNOSTIC LABS;HIGHER EDUCATION COMPONENT UNITS;4761,93
01.01.2021;521310;TRAVEL;TRAVEL REIMB.-NON-STATE EMPLS.;HIGHER EDUCATION COMPONENT UNITS;126,55
01.01.2021;531250;ADMINISTRATIVE EXPENSE;LICENSES, PERMITS, ETC.;HIGHER EDUCATION COMPONENT UNITS;2920,4
01.01.2021;531260;ADMINISTRATIVE EXPENSE;MEMBERSHIP IN ORGANIZATIONS;HIGHER EDUCATION COMPONENT UNITS;53097,02
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;HIGHER EDUCATION COMPONENT UNITS;7364,71
01.01.2021;531360;ADMINISTRATIVE EXPENSE;UTILITY CHARGE NATURAL GAS;HIGHER EDUCATION COMPONENT UNITS;99,12
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;HIGHER EDUCATION COMPONENT UNITS;57684,48
01.01.2021;532140;ADMINISTRATIVE EXPENSE;RENT-EQUIPMENT AND MACHINERY;HIGHER EDUCATION COMPONENT UNITS;501,56
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;HIGHER EDUCATION COMPONENT UNITS;76308,55
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;HIGHER EDUCATION COMPONENT UNITS;17362,27
01.01.2021;533210;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS IN-HOUSE;HIGHER EDUCATION COMPONENT UNITS;15825,98
01.01.2021;533220;ADMINISTRATIVE EXPENSE;MTCE-REP.-NON-MV EQ. IN-HOUSE;HIGHER EDUCATION COMPONENT UNITS;131,76
01.01.2021;534260;ADMINISTRATIVE EXPENSE;MEDICAL SUPPLIES AND MATERIALS;HIGHER EDUCATION COMPONENT UNITS;12791,63
01.01.2021;535180;ADMINISTRATIVE EXPENSE;SAFETY AND SECURITY SUPPLIES;HIGHER EDUCATION COMPONENT UNITS;421,68
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;HIGHER EDUCATION COMPONENT UNITS;6377,93
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);HIGHER EDUCATION COMPONENT UNITS;9944,74
01.01.2021;536190;ADMINISTRATIVE EXPENSE;EDUCATIONAL SUPPLIES;HIGHER EDUCATION COMPONENT UNITS;3923,97
01.01.2021;537190;ADMINISTRATIVE EXPENSE;LAB,MEDICAL SUPPLIES-MATERIALS;HIGHER EDUCATION COMPONENT UNITS;166975,66
01.01.2021;537210;ADMINISTRATIVE EXPENSE;LABORATORY SERVICES;HIGHER EDUCATION COMPONENT UNITS;1162,21
01.01.2021;541110;PROP,FURN,EQUIP & RELATED DEBT;OFFICE FURNITURE & EQUIPMENT;HIGHER EDUCATION COMPONENT UNITS;6340,52
01.01.2021;542120;PROP,FURN,EQUIP & RELATED DEBT;LIBRARY RESOURCES-TEXTBOOKS;HIGHER EDUCATION COMPONENT UNITS;65486,96
01.01.2021;545110;PROP,FURN,EQUIP & RELATED DEBT;PURCHASE OF LAND IMPROVEMENTS;HIGHER EDUCATION COMPONENT UNITS;35625
01.01.2021;548110;PROP,FURN,EQUIP & RELATED DEBT;PRINCIPAL PAYMENTS-BOND DEBT;HIGHER EDUCATION COMPONENT UNITS;231639,69
01.01.2021;548130;PROP,FURN,EQUIP & RELATED DEBT;OTHER EXPENSES-BOND DEBT;HIGHER EDUCATION COMPONENT UNITS;1771,77
01.01.2021;553190;GEN ASST, AWDS, PROG-DIRECTED;REFUNDS-OVERPAYMENT CHARGES;HIGHER EDUCATION COMPONENT UNITS;6080
01.01.2021;562120;TRANSFERS & OTHER DISBURSMNTS;TRSF TO TREASURY FUND-ONUS;HIGHER EDUCATION COMPONENT UNITS;1130408,06
01.01.2021;564110;TRANSFERS & OTHER DISBURSMNTS;MDSE-RESALE-RAW MAT.,STK/SUPP.;HIGHER EDUCATION COMPONENT UNITS;1210
01.01.2021;511150;PERSONAL SERVICES;SALS-H.ED PROF.(NON-TEACH) PAY;HIGHER EDUCATION COMPONENT UNITS;1231658,01
01.01.2021;511160;PERSONAL SERVICES;SALS-H.ED NON-PROF. PAY;HIGHER EDUCATION COMPONENT UNITS;796808,27
01.01.2021;511170;PERSONAL SERVICES;SALS-H.ED OTHER TEACH PAY;HIGHER EDUCATION COMPONENT UNITS;3630
01.01.2021;511390;PERSONAL SERVICES;CAFETERIA PLAN - OTHER;HIGHER EDUCATION COMPONENT UNITS;205711,37
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;HIGHER EDUCATION COMPONENT UNITS;1175,24
01.01.2021;514440;PERSONAL SERVICES;RETIREMENT PMTS-(HIGHER EDUC);HIGHER EDUCATION COMPONENT UNITS;317,35
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;HIGHER EDUCATION COMPONENT UNITS;4125
01.01.2021;515290;PERSONAL SERVICES;TESTING LABORATORIES;HIGHER EDUCATION COMPONENT UNITS;15000
01.01.2021;515400;PERSONAL SERVICES;ADMIN MGMT-GEN.MGMT CONSULTING;HIGHER EDUCATION COMPONENT UNITS;30844,47
01.01.2021;515470;PERSONAL SERVICES;R&D-PHYSICAL, ENG., LIFE SCI;HIGHER EDUCATION COMPONENT UNITS;3250
01.01.2021;515530;PERSONAL SERVICES;VETERINARY SERVICES;HIGHER EDUCATION COMPONENT UNITS;1388,5
01.01.2021;515660;PERSONAL SERVICES;EDUCATIONAL SERVICES;HIGHER EDUCATION COMPONENT UNITS;31139,9
01.01.2021;531250;ADMINISTRATIVE EXPENSE;LICENSES, PERMITS, ETC.;HIGHER EDUCATION COMPONENT UNITS;2237,5
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;HIGHER EDUCATION COMPONENT UNITS;1376,16
01.01.2021;531360;ADMINISTRATIVE EXPENSE;UTILITY CHARGE NATURAL GAS;HIGHER EDUCATION COMPONENT UNITS;5431,23
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;HIGHER EDUCATION COMPONENT UNITS;12676,12
01.01.2021;531520;ADMINISTRATIVE EXPENSE;PREM-PROPERTY,LIAB.INS.-HED;HIGHER EDUCATION COMPONENT UNITS;2832
01.01.2021;532140;ADMINISTRATIVE EXPENSE;RENT-EQUIPMENT AND MACHINERY;HIGHER EDUCATION COMPONENT UNITS;333,27
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;HIGHER EDUCATION COMPONENT UNITS;985,96
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;HIGHER EDUCATION COMPONENT UNITS;23316,29
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;HIGHER EDUCATION COMPONENT UNITS;18990,96
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;HIGHER EDUCATION COMPONENT UNITS;111,72
01.01.2021;533210;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS IN-HOUSE;HIGHER EDUCATION COMPONENT UNITS;2533,14
01.01.2021;533220;ADMINISTRATIVE EXPENSE;MTCE-REP.-NON-MV EQ. IN-HOUSE;HIGHER EDUCATION COMPONENT UNITS;503,66
01.01.2021;535180;ADMINISTRATIVE EXPENSE;SAFETY AND SECURITY SUPPLIES;HIGHER EDUCATION COMPONENT UNITS;32,28
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;HIGHER EDUCATION COMPONENT UNITS;44833
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);HIGHER EDUCATION COMPONENT UNITS;634,4
01.01.2021;537190;ADMINISTRATIVE EXPENSE;LAB,MEDICAL SUPPLIES-MATERIALS;HIGHER EDUCATION COMPONENT UNITS;10180,22
01.01.2021;541110;PROP,FURN,EQUIP & RELATED DEBT;OFFICE FURNITURE & EQUIPMENT;HIGHER EDUCATION COMPONENT UNITS;9635,88
01.01.2021;548110;PROP,FURN,EQUIP & RELATED DEBT;PRINCIPAL PAYMENTS-BOND DEBT;HIGHER EDUCATION COMPONENT UNITS;2768,74
01.01.2021;548130;PROP,FURN,EQUIP & RELATED DEBT;OTHER EXPENSES-BOND DEBT;HIGHER EDUCATION COMPONENT UNITS;34,83
01.01.2021;553190;GEN ASST, AWDS, PROG-DIRECTED;REFUNDS-OVERPAYMENT CHARGES;HIGHER EDUCATION COMPONENT UNITS;1866,79
01.01.2021;562120;TRANSFERS & OTHER DISBURSMNTS;TRSF TO TREASURY FUND-ONUS;HIGHER EDUCATION COMPONENT UNITS;494859,03
01.01.2021;564110;TRANSFERS & OTHER DISBURSMNTS;MDSE-RESALE-RAW MAT.,STK/SUPP.;HIGHER EDUCATION COMPONENT UNITS;1409,08
01.01.2021;511140;PERSONAL SERVICES;SALS-H.ED TEACHING PAY;HIGHER EDUCATION COMPONENT UNITS;15844,12
01.01.2021;511150;PERSONAL SERVICES;SALS-H.ED PROF.(NON-TEACH) PAY;HIGHER EDUCATION COMPONENT UNITS;1616780,2
01.01.2021;511160;PERSONAL SERVICES;SALS-H.ED NON-PROF. PAY;HIGHER EDUCATION COMPONENT UNITS;601607,74
01.01.2021;511390;PERSONAL SERVICES;CAFETERIA PLAN - OTHER;HIGHER EDUCATION COMPONENT UNITS;314578,17
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;HIGHER EDUCATION COMPONENT UNITS;1808,59
01.01.2021;515400;PERSONAL SERVICES;ADMIN MGMT-GEN.MGMT CONSULTING;HIGHER EDUCATION COMPONENT UNITS;96691,66
01.01.2021;515660;PERSONAL SERVICES;EDUCATIONAL SERVICES;HIGHER EDUCATION COMPONENT UNITS;42947,6
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;HIGHER EDUCATION COMPONENT UNITS;85,45
01.01.2021;532110;ADMINISTRATIVE EXPENSE;RENT OF OFFICE SPACE;HIGHER EDUCATION COMPONENT UNITS;6430
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;HIGHER EDUCATION COMPONENT UNITS;255,83
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;HIGHER EDUCATION COMPONENT UNITS;10503
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;HIGHER EDUCATION COMPONENT UNITS;34547
01.01.2021;533220;ADMINISTRATIVE EXPENSE;MTCE-REP.-NON-MV EQ. IN-HOUSE;HIGHER EDUCATION COMPONENT UNITS;2000
01.01.2021;535180;ADMINISTRATIVE EXPENSE;SAFETY AND SECURITY SUPPLIES;HIGHER EDUCATION COMPONENT UNITS;531,43
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;HIGHER EDUCATION COMPONENT UNITS;9464,82
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);HIGHER EDUCATION COMPONENT UNITS;1298,15
01.01.2021;537190;ADMINISTRATIVE EXPENSE;LAB,MEDICAL SUPPLIES-MATERIALS;HIGHER EDUCATION COMPONENT UNITS;285,88
01.01.2021;562120;TRANSFERS & OTHER DISBURSMNTS;TRSF TO TREASURY FUND-ONUS;HIGHER EDUCATION COMPONENT UNITS;187407,33
01.01.2021;511140;PERSONAL SERVICES;SALS-H.ED TEACHING PAY;HIGHER EDUCATION COMPONENT UNITS;141449,67
01.01.2021;511150;PERSONAL SERVICES;SALS-H.ED PROF.(NON-TEACH) PAY;HIGHER EDUCATION COMPONENT UNITS;252823,31
01.01.2021;511160;PERSONAL SERVICES;SALS-H.ED NON-PROF. PAY;HIGHER EDUCATION COMPONENT UNITS;433789,49
01.01.2021;511170;PERSONAL SERVICES;SALS-H.ED OTHER TEACH PAY;HIGHER EDUCATION COMPONENT UNITS;200462,17
01.01.2021;511390;PERSONAL SERVICES;CAFETERIA PLAN - OTHER;HIGHER EDUCATION COMPONENT UNITS;158857,87
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;HIGHER EDUCATION COMPONENT UNITS;1140,02
01.01.2021;514440;PERSONAL SERVICES;RETIREMENT PMTS-(HIGHER EDUC);HIGHER EDUCATION COMPONENT UNITS;1545,97
01.01.2021;515500;PERSONAL SERVICES;MKTG,RES.,PUBLIC OPINION POLLS;HIGHER EDUCATION COMPONENT UNITS;1250
01.01.2021;515660;PERSONAL SERVICES;EDUCATIONAL SERVICES;HIGHER EDUCATION COMPONENT UNITS;32711,76
01.01.2021;522150;TRAVEL;REGISTRATION - AGENCY DIRECT;HIGHER EDUCATION COMPONENT UNITS;2175
01.01.2021;531260;ADMINISTRATIVE EXPENSE;MEMBERSHIP IN ORGANIZATIONS;HIGHER EDUCATION COMPONENT UNITS;2711,5
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;HIGHER EDUCATION COMPONENT UNITS;14326,29
01.01.2021;531360;ADMINISTRATIVE EXPENSE;UTILITY CHARGE NATURAL GAS;HIGHER EDUCATION COMPONENT UNITS;1551,06
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;HIGHER EDUCATION COMPONENT UNITS;2378,01
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;HIGHER EDUCATION COMPONENT UNITS;3660,39
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;HIGHER EDUCATION COMPONENT UNITS;-285
01.01.2021;534260;ADMINISTRATIVE EXPENSE;MEDICAL SUPPLIES AND MATERIALS;HIGHER EDUCATION COMPONENT UNITS;2250
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;HIGHER EDUCATION COMPONENT UNITS;44650
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);HIGHER EDUCATION COMPONENT UNITS;672,35
01.01.2021;536190;ADMINISTRATIVE EXPENSE;EDUCATIONAL SUPPLIES;HIGHER EDUCATION COMPONENT UNITS;6889
01.01.2021;542120;PROP,FURN,EQUIP & RELATED DEBT;LIBRARY RESOURCES-TEXTBOOKS;HIGHER EDUCATION COMPONENT UNITS;3180,51
01.01.2021;562120;TRANSFERS & OTHER DISBURSMNTS;TRSF TO TREASURY FUND-ONUS;HIGHER EDUCATION COMPONENT UNITS;203415,15
01.01.2021;511140;PERSONAL SERVICES;SALS-H.ED TEACHING PAY;HIGHER EDUCATION COMPONENT UNITS;510483,41
01.01.2021;511150;PERSONAL SERVICES;SALS-H.ED PROF.(NON-TEACH) PAY;HIGHER EDUCATION COMPONENT UNITS;286010,56
01.01.2021;511160;PERSONAL SERVICES;SALS-H.ED NON-PROF. PAY;HIGHER EDUCATION COMPONENT UNITS;310540,26
01.01.2021;511170;PERSONAL SERVICES;SALS-H.ED OTHER TEACH PAY;HIGHER EDUCATION COMPONENT UNITS;15025
01.01.2021;511390;PERSONAL SERVICES;CAFETERIA PLAN - OTHER;HIGHER EDUCATION COMPONENT UNITS;173347,91
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;HIGHER EDUCATION COMPONENT UNITS;698,47
01.01.2021;515660;PERSONAL SERVICES;EDUCATIONAL SERVICES;HIGHER EDUCATION COMPONENT UNITS;12299,6
01.01.2021;515700;PERSONAL SERVICES;PHYSCIANS-EXC.MENTAL HLTH SPEC;HIGHER EDUCATION COMPONENT UNITS;3550
01.01.2021;531260;ADMINISTRATIVE EXPENSE;MEMBERSHIP IN ORGANIZATIONS;HIGHER EDUCATION COMPONENT UNITS;17923,6
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;HIGHER EDUCATION COMPONENT UNITS;11952,38
01.01.2021;531360;ADMINISTRATIVE EXPENSE;UTILITY CHARGE NATURAL GAS;HIGHER EDUCATION COMPONENT UNITS;3075,21
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;HIGHER EDUCATION COMPONENT UNITS;27474,12
01.01.2021;531520;ADMINISTRATIVE EXPENSE;PREM-PROPERTY,LIAB.INS.-HED;HIGHER EDUCATION COMPONENT UNITS;1609,3
01.01.2021;532140;ADMINISTRATIVE EXPENSE;RENT-EQUIPMENT AND MACHINERY;HIGHER EDUCATION COMPONENT UNITS;1805,41
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;HIGHER EDUCATION COMPONENT UNITS;2724,27
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;HIGHER EDUCATION COMPONENT UNITS;2803
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;HIGHER EDUCATION COMPONENT UNITS;1524,49
01.01.2021;533210;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS IN-HOUSE;HIGHER EDUCATION COMPONENT UNITS;1577,88
01.01.2021;533220;ADMINISTRATIVE EXPENSE;MTCE-REP.-NON-MV EQ. IN-HOUSE;HIGHER EDUCATION COMPONENT UNITS;362,59
01.01.2021;535120;ADMINISTRATIVE EXPENSE;UNIFORM,CLOTHING,ACCESSORIES;HIGHER EDUCATION COMPONENT UNITS;211,02
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;HIGHER EDUCATION COMPONENT UNITS;308,25
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);HIGHER EDUCATION COMPONENT UNITS;242,28
01.01.2021;536190;ADMINISTRATIVE EXPENSE;EDUCATIONAL SUPPLIES;HIGHER EDUCATION COMPONENT UNITS;14752,48
01.01.2021;537190;ADMINISTRATIVE EXPENSE;LAB,MEDICAL SUPPLIES-MATERIALS;HIGHER EDUCATION COMPONENT UNITS;129,37
01.01.2021;541110;PROP,FURN,EQUIP & RELATED DEBT;OFFICE FURNITURE & EQUIPMENT;HIGHER EDUCATION COMPONENT UNITS;611,41
01.01.2021;542120;PROP,FURN,EQUIP & RELATED DEBT;LIBRARY RESOURCES-TEXTBOOKS;HIGHER EDUCATION COMPONENT UNITS;271,75
01.01.2021;548110;PROP,FURN,EQUIP & RELATED DEBT;PRINCIPAL PAYMENTS-BOND DEBT;HIGHER EDUCATION COMPONENT UNITS;14450
01.01.2021;548130;PROP,FURN,EQUIP & RELATED DEBT;OTHER EXPENSES-BOND DEBT;HIGHER EDUCATION COMPONENT UNITS;76,98
01.01.2021;562120;TRANSFERS & OTHER DISBURSMNTS;TRSF TO TREASURY FUND-ONUS;HIGHER EDUCATION COMPONENT UNITS;357206,5
01.01.2021;511140;PERSONAL SERVICES;SALS-H.ED TEACHING PAY;HIGHER EDUCATION COMPONENT UNITS;116875,13
01.01.2021;511150;PERSONAL SERVICES;SALS-H.ED PROF.(NON-TEACH) PAY;HIGHER EDUCATION COMPONENT UNITS;292396,04
01.01.2021;511160;PERSONAL SERVICES;SALS-H.ED NON-PROF. PAY;HIGHER EDUCATION COMPONENT UNITS;227094,06
01.01.2021;511170;PERSONAL SERVICES;SALS-H.ED OTHER TEACH PAY;HIGHER EDUCATION COMPONENT UNITS;49563
01.01.2021;511390;PERSONAL SERVICES;CAFETERIA PLAN - OTHER;HIGHER EDUCATION COMPONENT UNITS;103973,57
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;HIGHER EDUCATION COMPONENT UNITS;365,23
01.01.2021;515410;PERSONAL SERVICES;HR-EXEC. SEARCH CONSULTING SVC;HIGHER EDUCATION COMPONENT UNITS;123,85
01.01.2021;531250;ADMINISTRATIVE EXPENSE;LICENSES, PERMITS, ETC.;HIGHER EDUCATION COMPONENT UNITS;44729
01.01.2021;531260;ADMINISTRATIVE EXPENSE;MEMBERSHIP IN ORGANIZATIONS;HIGHER EDUCATION COMPONENT UNITS;1397
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;HIGHER EDUCATION COMPONENT UNITS;5196,86
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;HIGHER EDUCATION COMPONENT UNITS;21730,12
01.01.2021;531600;ADMINISTRATIVE EXPENSE;MISC.ADMINISTRATIVE FEE;HIGHER EDUCATION COMPONENT UNITS;330
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;HIGHER EDUCATION COMPONENT UNITS;36059,72
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;HIGHER EDUCATION COMPONENT UNITS;40904,9
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);HIGHER EDUCATION COMPONENT UNITS;323,11
01.01.2021;536190;ADMINISTRATIVE EXPENSE;EDUCATIONAL SUPPLIES;HIGHER EDUCATION COMPONENT UNITS;888,55
01.01.2021;537190;ADMINISTRATIVE EXPENSE;LAB,MEDICAL SUPPLIES-MATERIALS;HIGHER EDUCATION COMPONENT UNITS;5596,69
01.01.2021;542120;PROP,FURN,EQUIP & RELATED DEBT;LIBRARY RESOURCES-TEXTBOOKS;HIGHER EDUCATION COMPONENT UNITS;49,14
01.01.2021;548110;PROP,FURN,EQUIP & RELATED DEBT;PRINCIPAL PAYMENTS-BOND DEBT;HIGHER EDUCATION COMPONENT UNITS;9256,67
01.01.2021;548130;PROP,FURN,EQUIP & RELATED DEBT;OTHER EXPENSES-BOND DEBT;HIGHER EDUCATION COMPONENT UNITS;54,16
01.01.2021;562120;TRANSFERS & OTHER DISBURSMNTS;TRSF TO TREASURY FUND-ONUS;HIGHER EDUCATION COMPONENT UNITS;79570,64
01.01.2021;511400;PERSONAL SERVICES;COMPENSATION - BRD-COM MEMBERS;GENERAL FUND;9667
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;GENERAL FUND;131,33
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;2183,96
01.01.2021;515560;PERSONAL SERVICES;OFFICE ADMINISTRATIVE SERVICES;GENERAL FUND;490,67
01.01.2021;515580;PERSONAL SERVICES;BUSINESS SUPPORT SERVICES;GENERAL FUND;1580
01.01.2021;531230;ADMINISTRATIVE EXPENSE;ERP SYSTEM SERVICES;GENERAL FUND;225,5
01.01.2021;532110;ADMINISTRATIVE EXPENSE;RENT OF OFFICE SPACE;GENERAL FUND;2671,87
01.01.2021;532140;ADMINISTRATIVE EXPENSE;RENT-EQUIPMENT AND MACHINERY;GENERAL FUND;1998,44
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;626,08
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;1802,35
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;601,02
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;GENERAL FUND;74,74
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;841,6
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;GENERAL FUND;2460,5
01.01.2021;515560;PERSONAL SERVICES;OFFICE ADMINISTRATIVE SERVICES;GENERAL FUND;113,24
01.01.2021;515610;PERSONAL SERVICES;BUSINESS SERVICE CENTERS;GENERAL FUND;54,4
01.01.2021;531230;ADMINISTRATIVE EXPENSE;ERP SYSTEM SERVICES;GENERAL FUND;198
01.01.2021;532130;ADMINISTRATIVE EXPENSE;RENT OF OTHER BUILDING SPACE;GENERAL FUND;46,8
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;205,05
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;GENERAL FUND;44,99
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;170,4
01.01.2021;553190;GEN ASST, AWDS, PROG-DIRECTED;REFUNDS-OVERPAYMENT CHARGES;GENERAL FUND;875
01.01.2021;554230;GEN ASST, AWDS, PROG-DIRECTED;REIMBURSEMENT & REPAYMENT -OTH;GENERAL FUND;160000
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;PENSION TRUST FUNDS;561,69
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;PENSION TRUST FUNDS;2795,5
01.01.2021;515400;PERSONAL SERVICES;ADMIN MGMT-GEN.MGMT CONSULTING;PENSION TRUST FUNDS;162500
01.01.2021;515700;PERSONAL SERVICES;PHYSCIANS-EXC.MENTAL HLTH SPEC;PENSION TRUST FUNDS;1000
01.01.2021;521310;TRAVEL;TRAVEL REIMB.-NON-STATE EMPLS.;PENSION TRUST FUNDS;521,85
01.01.2021;522150;TRAVEL;REGISTRATION - AGENCY DIRECT;PENSION TRUST FUNDS;125
01.01.2021;531250;ADMINISTRATIVE EXPENSE;LICENSES, PERMITS, ETC.;PENSION TRUST FUNDS;125
01.01.2021;532110;ADMINISTRATIVE EXPENSE;RENT OF OFFICE SPACE;PENSION TRUST FUNDS;7592,08
01.01.2021;532140;ADMINISTRATIVE EXPENSE;RENT-EQUIPMENT AND MACHINERY;PENSION TRUST FUNDS;1027,03
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;PENSION TRUST FUNDS;109,07
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;PENSION TRUST FUNDS;78,06
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);PENSION TRUST FUNDS;133,51
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;498,75
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;GENERAL FUND;8642,2
