-------------------------------------
|Feldname     |Von       |Bis       |
|-----------------------------------|
|Buchungsdatum|01.01.2022|31.12.2022|
|Geschäftsjahr|2022      |          |
|Kostenart    |ITC-IT    |          |
|Kostenstelle |10        |          |
|Periode von  |1         |16        |
|Version      |0         |          |
|Werttyp      |4         |          |
|Werttyp      |11        |          |
-------------------------------------
Anzeigevariante           ITC02      IT-Controlling Standard
Kostenstelle              131203...  Oellerich/ZN 2797...
K.Währung                 EUR        Euro

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Jahr|Kostenstelle      |Kostenart          |Kostenartenbezeichn.    |Buchungsdatum  |              Wert/KWähr|Bezeichnung                                                                                                |Bestelltext                                                                                                   |Objektbezeichnung   |Partner-Kstl         |Einkaufsbeleg    |Konto Gegenbuchung      |RefBelegnr|
|2022   |9502069           |720350             |Inst. DV-Geräte         |18.02.2022     |                  82,76 |TASTATUR+MAUS F.PC, LOGITECH MK540                                                                         |                                                                                                              |UROL LTG/VERW       |                     |                 |109600                  |4900103349|
|2022   |9502069           |720350             |Inst. DV-Geräte         |21.01.2022     |                  42,77 |TASTATUR+MAUS F.PC, LOGITECH MK540                                                                         |                                                                                                              |UROL LTG/VERW       |                     |                 |109600                  |4900040787|
|2022   |9488045           |720350             |Inst. DV-Geräte         |17.01.2022     |                  59,98 |SPSS Statistics Premium Edition                                                                            |SPSS Statistics Premium Edition                                                                               |THG LTG/VERW        |                     |4501623256       |101193                  |512001146 |
|2022   |9428008           |720350             |Inst. DV-Geräte         |17.02.2022     |                  22,51 |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                         |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                            |CUOP LTG/VERW       |                     |4501799151       |102764                  |512010111 |
|2022   |9428008           |720350             |Inst. DV-Geräte         |27.01.2022     |                 530,15 |Monate Softwarewartung PegaMed Premium                                                                     |                                                                                                              |CUOP LTG/VERW       |                     |                 |125945                  |12200325  |
|2022   |9428008           |720350             |Inst. DV-Geräte         |21.01.2022     |               2.378,81 |Standard Wartung                                                                                           |Standard Wartung                                                                                              |CUOP LTG/VERW       |                     |4501732907       |112461                  |512001970 |
|2022   |9425014           |720350             |Inst. DV-Geräte         |28.02.2022     |                   6,64 |DISPLAYPORT KABEL, DISPLAYPORT STECKER,                                                                    |                                                                                                              |CUOP AUF 5014       |                     |                 |109600                  |4900122267|
|2022   |9368071           |720350             |Inst. DV-Geräte         |18.02.2022     |                   2,17 |USB VERLÄNGERUNG (STECK.A>BUCH.A) 3,0 M                                                                    |                                                                                                              |GASTRO LTG/VERW     |                     |                 |109600                  |4900104609|
|2022   |9343080           |720350             |Inst. DV-Geräte         |31.01.2022     |                   4,12 |HIGH SPEED HDMI FLACHKABEL WITH ETHERNET                                                                   |                                                                                                              |NEPH LTG/VERW       |                     |                 |109600                  |4900060215|
|2022   |9341022           |720350             |Inst. DV-Geräte         |25.01.2022     |                 304,14 |TASTATUR F.PC SCHWARZ, ACTIVE KEY (MED.)                                                                   |                                                                                                              |AKUTDIALYSE AUF 1022|                     |                 |109600                  |4900046391|
|2022   |9341022           |720350             |Inst. DV-Geräte         |31.01.2022     |                 304,13 |TASTATUR F.PC SCHWARZ, ACTIVE KEY (MED.)                                                                   |                                                                                                              |AKUTDIALYSE AUF 1022|                     |                 |109600                  |4900057119|
|2022   |9341011           |720350             |Inst. DV-Geräte         |18.01.2022     |                 218,20 |Dell 27" Monitor – P2722H – 68,6cm (27")                                                                   |Dell 27" Monitor – P2722H – 68,6cm (27")                                                                      |DIALYSE AUF 1011    |                     |4501795176       |325000                  |5000037369|
|2022   |9331026           |720350             |Inst. DV-Geräte         |22.02.2022     |                  75,62 |Truelife NannyCam V24 TLNCV24 Babyphone                                                                    |Truelife NannyCam V24 TLNCV24 Babyphone                                                                       |KARD AUF 1026       |                     |4501805092       |101785                  |512011571 |
|2022   |9323091           |720350             |Inst. DV-Geräte         |14.02.2022     |                 436,78 |Dell S2721D                                                                                                |Dell S2721D                                                                                                   |HAEM CYTOGEN. LABOR |                     |4501785871       |325000                  |5000108012|
|2022   |9311025           |720350             |Inst. DV-Geräte         |11.02.2022     |                 305,18 |TASTATUR F.PC SCHWARZ, ACTIVE KEY (MED.)                                                                   |                                                                                                              |KARD AUF 1025 IMC   |                     |                 |109600                  |4900089070|
|2022   |9311021           |720350             |Inst. DV-Geräte         |20.01.2022     |                   6,64 |DISPLAYPORT KABEL, DISPLAYPORT STECKER,                                                                    |                                                                                                              |KARD AUF 5021 NPF   |                     |                 |109600                  |4900038433|
|2022   |9293201           |720350             |Inst. DV-Geräte         |17.02.2022     |                  22,51 |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                         |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                            |NEPH POLI NIEREN    |                     |4501800471       |102764                  |512010110 |
|2022   |9293201           |720350             |Inst. DV-Geräte         |24.01.2022     |                   4,98 |Lenovo Tab M10 FHD Plus (2nd Gen)                                                                          |Lenovo Tab M10 FHD Plus (2nd Gen)                                                                             |NEPH POLI NIEREN    |                     |4501797636       |117500                  |512002403 |
|2022   |9293201           |720350             |Inst. DV-Geräte         |21.01.2022     |                 214,99 |Lenovo Tab M10 FHD Plus (2nd Gen)                                                                          |Lenovo Tab M10 FHD Plus (2nd Gen)                                                                             |NEPH POLI NIEREN    |                     |4501797636       |325000                  |5000052439|
|2022   |9293084           |720350             |Inst. DV-Geräte         |03.01.2022     |                 304,14 |TASTATUR F.PC SCHWARZ, ACTIVE KEY (MED.)                                                                   |                                                                                                              |Poli Ultraschall    |                     |                 |109600                  |4900000422|
|2022   |9293034           |720350             |Inst. DV-Geräte         |03.03.2022     |                   0,02-|Individualisierung auf Abläufe der HNO                                                                     |Individualisierung auf Abläufe der HNO                                                                        |HNO POLIKLINIK      |                     |4501617174       |325000                  |512014301 |
|2022   |9293034           |720350             |Inst. DV-Geräte         |02.03.2022     |                 843,00 |Individualisierung auf Abläufe der HNO                                                                     |Individualisierung auf Abläufe der HNO                                                                        |HNO POLIKLINIK      |                     |4501617174       |325000                  |5000154139|
|2022   |9291009           |720350             |Inst. DV-Geräte         |01.01.2022     |               3.966,67 |AB Beleg 12117248, Crosssoft 11/21-10/22                                                                   |                                                                                                              |SPZ LTG/VERW        |                     |                 |171000                  |83056011  |
|2022   |9290146           |720350             |Inst. DV-Geräte         |01.03.2022     |                  22,51 |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                         |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                            |INA 0146            |                     |4501802802       |102764                  |512013470 |
|2022   |9290146           |720350             |Inst. DV-Geräte         |01.03.2022     |                 218,96 |KYOCERA PAPIERKASSETTE PF1100                                                                              |KYOCERA PAPIERKASSETTE PF1100                                                                                 |INA 0146            |                     |4501802802       |325000                  |5000151885|
|2022   |9290146           |720350             |Inst. DV-Geräte         |01.03.2022     |                   6,57-|KYOCERA PAPIERKASSETTE PF1100                                                                              |KYOCERA PAPIERKASSETTE PF1100                                                                                 |INA 0146            |                     |4501802802       |325000                  |512013470 |
|2022   |9290145           |720350             |Inst. DV-Geräte         |25.02.2022     |                 456,95 |TASTATUR F.PC SCHWARZ, ACTIVE KEY (MED.)                                                                   |                                                                                                              |CUOP NOTFALLAMBULANZ|                     |                 |109600                  |4900118787|
|2022   |9290124           |720350             |Inst. DV-Geräte         |06.01.2022     |                 230,12 |PagePack-Vertrag                                                                                           |PagePack-Vertrag                                                                                              |NUC POLIKLINIK      |                     |4500700430       |109348                  |512000229 |
|2022   |9290124           |720350             |Inst. DV-Geräte         |07.01.2022     |                   4,34 |USB VERLÄNGERUNG (STECK.A>BUCH.A) 3,0 M                                                                    |                                                                                                              |NUC POLIKLINIK      |                     |                 |109600                  |4900011949|
|2022   |9282083           |720350             |Inst. DV-Geräte         |22.02.2022     |                  62,85 |FESTPLATTE 2000GB, WD EXTERN 2,5" USB3.0                                                                   |                                                                                                              |Molekulare Patholog.|                     |                 |109600                  |4900110576|
|2022   |9274801           |720350             |Inst. DV-Geräte         |31.01.2022     |                  45,02 |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                         |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                            |MVZ Humangenetik    |                     |4501793356       |102764                  |512004192 |
|2022   |9274801           |720350             |Inst. DV-Geräte         |28.01.2022     |               4.205,46 |Maintenance contract - SeqPilot 1.1.-31.12.22                                                              |                                                                                                              |MVZ Humangenetik    |                     |                 |113914                  |12200381  |
|2022   |9254054           |720350             |Inst. DV-Geräte         |01.01.2022     |                 163,35 |ESAIC (Prof.Meissner), Beleg 12101502, 01/21-12/22                                                         |                                                                                                              |ANAE LTG/VERW       |                     |                 |171000                  |83055716  |
|2022   |9250177           |720350             |Inst. DV-Geräte         |24.01.2022     |                  85,68 |DELL Professional Hülle 15                                                                                 |DELL Professional Hülle 15                                                                                    |G3-53 MT Technik    |                     |4501796671       |325000                  |5000056570|
|2022   |9250177           |720350             |Inst. DV-Geräte         |24.01.2022     |                 242,24 |Europa 130W USB-C Netzadapter                                                                              |Europa 130W USB-C Netzadapter                                                                                 |G3-53 MT Technik    |                     |4501796671       |325000                  |5000052951|
|2022   |9243087           |720350             |Inst. DV-Geräte         |28.02.2022     |               9.424,80 |Administrative Unterstützung 2022                                                                          |Administrative Unterstützung 2022                                                                             |G-CCC               |                     |4501699280       |115420                  |512012886 |
|2022   |9233047           |720350             |Inst. DV-Geräte         |03.01.2022     |                 267,75-|KYOCERA LASERDRUCKER P 5021 CDN                                                                            |KYOCERA LASERDRUCKER P 5021 CDN                                                                               |KARD EKG+ECHOKARD.  |                     |4501764597       |325000                  |5000002912|
|2022   |9233047           |720350             |Inst. DV-Geräte         |03.01.2022     |                 267,75 |KYOCERA LASERDRUCKER P 5021 CDN                                                                            |KYOCERA LASERDRUCKER P 5021 CDN                                                                               |KARD EKG+ECHOKARD.  |                     |4501764597       |325000                  |5000002906|
|2022   |9226197           |720350             |Inst. DV-Geräte         |31.01.2022     |                  22,51 |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                         |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                            |BAKTERIOLOGIE LABOR |                     |4501793352       |102764                  |512004183 |
|2022   |9226197           |720350             |Inst. DV-Geräte         |31.01.2022     |                  67,53 |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                         |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                            |BAKTERIOLOGIE LABOR |                     |4501795074       |102764                  |512004056 |
|2022   |9223361           |720350             |Inst. DV-Geräte         |27.01.2022     |                   2,17 |USB VERLÄNGERUNG (STECK.A>BUCH.A) 3,0 M                                                                    |                                                                                                              |KMSG - DATEI        |                     |                 |109600                  |4900052417|
|2022   |9223066           |720350             |Inst. DV-Geräte         |08.02.2022     |               1.787,62 |01.01.22 - 31.12.22, Softwarelizenzen von Conwor                                                           |                                                                                                              |UMG-L Routine       |                     |                 |100213                  |12201188  |
|2022   |9223066           |720350             |Inst. DV-Geräte         |31.01.2022     |                  22,51 |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                         |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                            |UMG-L Routine       |                     |4501788570       |102764                  |512004172 |
|2022   |9223066           |720350             |Inst. DV-Geräte         |01.03.2022     |                 302,65 |Dienstleistungen Opus L Rate Jahr 3                                                                        |Dienstleistungen Opus L Rate Jahr 3                                                                           |UMG-L Routine       |                     |4501544753       |109368                  |512013554 |
|2022   |9223066           |720350             |Inst. DV-Geräte         |06.01.2022     |                  10,12 |FASTECH-KLETTVERSCHLUSS-KABELBINDER                                                                        |                                                                                                              |UMG-L Routine       |                     |                 |109600                  |4900008169|
|2022   |9223066           |720350             |Inst. DV-Geräte         |27.01.2022     |               6.067,69-|Nachforderungsmanagement                                                                                   |Nachforderungsmanagement                                                                                      |UMG-L Routine       |                     |4501567273       |325000                  |5000066035|
|2022   |9223066           |720350             |Inst. DV-Geräte         |27.01.2022     |               6.069,36 |Nachforderungsmanagement                                                                                   |Nachforderungsmanagement                                                                                      |UMG-L Routine       |                     |4501567273       |325000                  |5000066034|
|2022   |9223064           |720350             |Inst. DV-Geräte         |09.02.2022     |               1.428,00 |DL-Kontingent Konsistenzprüfung                                                                            |DL-Kontingent Konsistenzprüfung                                                                               |TRANSFUSIONSMEDIZIN |                     |4501790925       |110785                  |512007287 |
|2022   |9223064           |720350             |Inst. DV-Geräte         |16.02.2022     |              11.343,66 |Support-& Pflegevertrag 2022 TFM                                                                           |Support-& Pflegevertrag 2022 TFM                                                                              |TRANSFUSIONSMEDIZIN |                     |4501801775       |109368                  |512009743 |
|2022   |9223064           |720350             |Inst. DV-Geräte         |25.02.2022     |                 304,63 |TASTATUR F.PC SCHWARZ, ACTIVE KEY (MED.)                                                                   |                                                                                                              |TRANSFUSIONSMEDIZIN |                     |                 |109600                  |4900118785|
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Anzeigevariante           ITC02      IT-Controlling Standard
Kostenstelle              131203...  Oellerich/ZN 2797...
K.Währung                 EUR        Euro

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Jahr|Kostenstelle      |Kostenart          |Kostenartenbezeichn.    |Buchungsdatum  |              Wert/KWähr|Bezeichnung                                                                                                |Bestelltext                                                                                                   |Objektbezeichnung   |Partner-Kstl         |Einkaufsbeleg    |Konto Gegenbuchung      |RefBelegnr|
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|2022   |9223064           |720350             |Inst. DV-Geräte         |18.02.2022     |                 305,18 |TASTATUR F.PC SCHWARZ, ACTIVE KEY (MED.)                                                                   |                                                                                                              |TRANSFUSIONSMEDIZIN |                     |                 |109600                  |4900103348|
|2022   |9223064           |720350             |Inst. DV-Geräte         |26.01.2022     |                 304,14 |TASTATUR F.PC SCHWARZ, ACTIVE KEY (MED.)                                                                   |                                                                                                              |TRANSFUSIONSMEDIZIN |                     |                 |109600                  |4900048968|
|2022   |9222078           |720350             |Inst. DV-Geräte         |01.03.2022     |              10.353,00 |Pflegeleistungen für Standardsoftware                                                                      |Pflegeleistungen für Standardsoftware                                                                         |KHhygiene&InfektionK|                     |4501476755       |327000                  |5000149982|
|2022   |9221036           |720350             |Inst. DV-Geräte         |26.01.2022     |                 167,04 |Dell S2421HSX                                                                                              |Dell S2421HSX                                                                                                 |KIND LTG/VERW       |                     |4501781847       |325000                  |5000064999|
|2022   |9208029           |720350             |Inst. DV-Geräte         |26.01.2022     |                 125,46 |FESTPLATTE 2000GB, WD EXTERN 2,5" USB3.0                                                                   |                                                                                                              |ROE I LTG/VERW      |                     |                 |109600                  |4900048961|
|2022   |9202068           |720350             |Inst. DV-Geräte         |26.01.2022     |                  23,80 |TASTATUR FÜR DELL-PC, KB216 DEUTSCH                                                                        |                                                                                                              |NRADIO NEURORÖNTGE  |                     |                 |109600                  |4900048971|
|2022   |9202056           |720350             |Inst. DV-Geräte         |01.01.2022     |                 352,11 |NeoSoft, Beleg 12103884, 01/21-01/22                                                                       |                                                                                                              |ROE I KV            |                     |                 |171000                  |83055714  |
|2022   |9181082           |720350             |Inst. DV-Geräte         |26.01.2022     |                  22,51 |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                         |DiENSTLEISTUNG FÜR KYOCERA DRUCKER                                                                            |Zentralsterilisation|                     |4501794194       |102764                  |512002909 |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |               2.621,50 |AB Beleg 511033814, DT Buisness 04/21-03/22                                                                |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056050  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |               2.769,64 |AB Beleg 511086506, DT Buisness 10/21-05/23 (2022)                                                         |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056058  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |              49.120,34 |AB Beleg 511102548, Siemens 01/22-12/22                                                                    |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056068  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |              34.932,31 |AB Beleg 511102549, Siemens 01/22-12/22                                                                    |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056069  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |               1.867,75 |AP, Connect GmbH, Beleg 511046986, 07/21-07/22                                                             |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056014  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |               2.985,36 |AP, Loadbalancer, Beleg 511071034, 09/21-09/24 (22                                                         |                                                                                                              |IT NETZE            |                     |                 |171000                  |83055751  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |              13.582,97 |AP, Netline, Beleg 511059248, 07/21-07/22                                                                  |                                                                                                              |IT NETZE            |                     |                 |171000                  |83055784  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |               5.908,11 |AP, Telekom, Beleg 511044753, 06/21-05/22                                                                  |                                                                                                              |IT NETZE            |                     |                 |171000                  |83055995  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |               4.450,27 |AP, tribe29, Beleg 511057861, 07/21-07/22                                                                  |                                                                                                              |IT NETZE            |                     |                 |171000                  |83055768  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |              14.562,27 |Bücker, 511031143, 06/21-05/22                                                                             |                                                                                                              |IT NETZE            |                     |                 |171000                  |83055705  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.02.2022     |                  95,20 |Dienstleistung Systemingenieur                                                                             |Dienstleistung Systemingenieur                                                                                |IT NETZE            |                     |4501774893       |104763                  |512004559 |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |               3.474,80 |n3k, Beleg 510072418, 05/21-04/22 (22)                                                                     |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056088  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |               1.777,50 |Nexway, Beleg 510064400, 06/2020-06/2023 (2022)                                                            |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056073  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |                 250,19 |Nexway, Beleg 510064400, 06/2020-06/2023 (2022)                                                            |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056074  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |                 733,21 |NTT, 511024823, 01/21-01/22                                                                                |                                                                                                              |IT NETZE            |                     |                 |171000                  |83055699  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |24.01.2022     |              14.561,55 |Support Leistung CCBS                                                                                      |Support Leistung CCBS                                                                                         |IT NETZE            |                     |4501274984       |325000                  |5000056032|
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |                 587,68 |SVA GmbH, Beleg 519113076, 11/19-11/2022 (2022)                                                            |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056094  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |              15.232,48 |Telekom, 511007716, 02/21-01/24 (2022)                                                                     |                                                                                                              |IT NETZE            |                     |                 |171000                  |83055685  |
|2022   |9071199           |720350             |Inst. DV-Geräte         |01.01.2022     |               1.217,78 |Telekom, Beleg 510082358, 05/20-04/25 (22)                                                                 |                                                                                                              |IT NETZE            |                     |                 |171000                  |83056084  |
|2022   |9071195           |720350             |Inst. DV-Geräte         |01.01.2022     |               1.492,68 |AP, Loadbalancer, Beleg 511071034, 09/21-09/24 (22                                                         |                                                                                                              |IT F+L,INFODIENSTE  |                     |                 |171000                  |83055752  |
|2022   |9071195           |720350             |Inst. DV-Geräte         |23.02.2022     |                 341,99 |E-Consent-Bögen Digital 2021                                                                               |E-Consent-Bögen Digital 2021                                                                                  |IT F+L,INFODIENSTE  |                     |4501705662       |325000                  |5000137809|
|2022   |9071195           |720350             |Inst. DV-Geräte         |25.02.2022     |               4.578,58 |E-Consent-Bögen Druck 2021                                                                                 |E-Consent-Bögen Druck 2021                                                                                    |IT F+L,INFODIENSTE  |                     |4501705662       |325000                  |5000145055|
|2022   |9071195           |720350             |Inst. DV-Geräte         |23.02.2022     |                 508,13 |E-Consent-Bögen Druck 2021                                                                                 |E-Consent-Bögen Druck 2021                                                                                    |IT F+L,INFODIENSTE  |                     |4501705662       |325000                  |5000137809|
|2022   |9071195           |720350             |Inst. DV-Geräte         |23.02.2022     |               3.763,49 |E-Consent-Bögen Druck 2021                                                                                 |E-Consent-Bögen Druck 2021                                                                                    |IT F+L,INFODIENSTE  |                     |4501705662       |325000                  |5000137799|
|2022   |9071195           |720350             |Inst. DV-Geräte         |23.02.2022     |               3.544,00 |E-Consent-Bögen Druck 2021                                                                                 |E-Consent-Bögen Druck 2021                                                                                    |IT F+L,INFODIENSTE  |                     |4501705662       |325000                  |5000137804|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |               3.511,38 |19" Patchpanel                                                                                             |19" Patchpanel                                                                                                |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |              10.856,85 |Kassette 6x Duplex-LC                                                                                      |Kassette 6x Duplex-LC                                                                                         |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |              10.467,29 |Kassette 6x Duplex-LC (UPC)                                                                                |Kassette 6x Duplex-LC (UPC)                                                                                   |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |               2.842,86 |LWL- Patchkabel                                                                                            |LWL- Patchkabel                                                                                               |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |                 479,24 |LWL- Patchkabel                                                                                            |LWL- Patchkabel                                                                                               |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |                 996,03 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |               1.023,02 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |               1.036,54 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |               1.063,53 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |               1.090,52 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |                 551,99 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |                 866,84 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |                 921,35 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |                 948,57 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |               1.003,07 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |               1.057,58 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
|2022   |9071173           |720350             |Inst. DV-Geräte         |02.03.2022     |                 542,43 |LWL-MPO Patchkabel                                                                                         |LWL-MPO Patchkabel                                                                                            |KIS  / KAS          |                     |4501800492       |327000                  |5000154259|
